"treat","rep","tree","date","isalive","height","dia","dbh"
"OUST","B",35,11/26/2002 0:00:00,1,917.44,172.00,131.00
"OUST","B",35,4/26/2004 0:00:00,1,975.36,202.00,149.00
"OUST","B",35,8/23/2005 0:00:00,1,1249.68,248.92,203.20
"OUST","B",36,10/7/1996 0:00:00,1,93.00,23.30,0.00
"OUST","B",36,11/11/1997 0:00:00,1,218.00,53.00,0.00
"OUST","B",36,8/18/1999 0:00:00,1,413.30,96.00,0.00
"OUST","B",36,2/7/2001 0:00:00,1,505.66,112.00,0.00
"OUST","B",36,5/31/2002 0:00:00,1,630.93,153.00,122.00
"OUST","B",36,11/26/2002 0:00:00,1,792.48,159.00,128.00
"OUST","B",36,4/26/2004 0:00:00,1,762.00,190.00,150.00
"OUST","B",36,8/23/2005 0:00:00,1,1066.80,228.60,193.04
"OUST","B",37,10/7/1996 0:00:00,1,123.00,32.70,0.00
"OUST","B",37,11/11/1997 0:00:00,1,244.00,44.00,0.00
"OUST","B",37,8/18/1999 0:00:00,1,412.08,92.00,0.00
"OUST","B",37,2/7/2001 0:00:00,1,568.14,92.00,0.00
"OUST","B",37,5/31/2002 0:00:00,1,704.08,131.00,108.00
"OUST","B",37,11/26/2002 0:00:00,1,883.92,158.00,121.00
"OUST","B",37,4/26/2004 0:00:00,1,883.92,183.00,141.00
"OUST","B",37,8/23/2005 0:00:00,1,1219.20,256.54,187.96
"OUST","B",38,10/7/1996 0:00:00,1,129.00,29.20,0.00
"OUST","B",38,11/11/1997 0:00:00,1,153.00,44.00,0.00
"OUST","B",38,8/18/1999 0:00:00,1,176.17,51.00,0.00
"OUST","B",38,2/7/2001 0:00:00,1,272.49,62.00,0.00
"OUST","B",38,5/31/2002 0:00:00,1,381.00,82.00,51.00
"OUST","B",38,11/26/2002 0:00:00,1,518.16,88.00,56.00
"OUST","B",38,4/26/2004 0:00:00,1,640.08,102.00,74.00
"OUST","B",38,8/23/2005 0:00:00,1,640.08,132.08,109.22
"OUST","B",39,10/7/1996 0:00:00,1,122.00,24.60,0.00
"OUST","B",39,11/11/1997 0:00:00,1,181.00,47.00,0.00
"OUST","B",39,8/18/1999 0:00:00,1,429.15,93.00,0.00
"OUST","B",39,2/7/2001 0:00:00,1,554.73,108.00,0.00
"OUST","B",39,5/31/2002 0:00:00,1,682.75,162.00,102.00
"OUST","B",39,11/26/2002 0:00:00,1,670.56,140.00,84.00
"OUST","B",39,4/26/2004 0:00:00,1,883.92,220.00,141.00
"OUST","B",39,8/23/2005 0:00:00,1,975.36,195.58,154.94
"OUST","B",40,10/7/1996 0:00:00,1,105.00,26.50,0.00
"OUST","B",40,11/11/1997 0:00:00,1,155.00,34.00,0.00
"OUST","B",40,8/18/1999 0:00:00,1,305.40,53.00,0.00
"OUST","B",40,2/7/2001 0:00:00,1,402.33,95.00,0.00
"OUST","B",40,5/31/2002 0:00:00,1,576.07,118.00,99.00
"OUST","B",40,11/26/2002 0:00:00,1,731.52,133.00,100.00
"OUST","B",40,4/26/2004 0:00:00,1,792.48,163.00,127.00
"OUST","B",40,8/23/2005 0:00:00,1,975.36,208.28,162.56
"OUST","C",41,10/7/1996 0:00:00,1,95.00,21.50,0.00
"OUST","C",41,11/11/1997 0:00:00,1,156.00,30.00,0.00
"OUST","C",41,8/18/1999 0:00:00,1,302.97,64.00,0.00
"OUST","C",41,2/7/2001 0:00:00,1,447.75,98.00,0.00
"OUST","C",41,5/31/2002 0:00:00,1,521.20,111.00,82.00
"OUST","C",41,11/26/2002 0:00:00,1,658.36,139.00,98.00
"OUST","C",41,4/26/2004 0:00:00,1,731.52,10.00,114.00
"OUST","C",41,8/23/2005 0:00:00,1,853.44,205.74,152.40
"OUST","C",42,10/7/1996 0:00:00,1,97.00,27.70,0.00
"OUST","C",42,11/11/1997 0:00:00,1,186.00,39.00,0.00
"OUST","C",42,8/18/1999 0:00:00,1,337.10,51.00,0.00
"OUST","C",42,2/7/2001 0:00:00,1,437.38,67.00,0.00
"OUST","C",42,5/31/2002 0:00:00,1,551.68,108.00,89.00
"OUST","C",42,11/26/2002 0:00:00,1,630.93,111.00,72.00
"OUST","C",42,4/26/2004 0:00:00,1,822.96,152.00,105.00
"OUST","C",42,8/23/2005 0:00:00,1,1036.32,271.78,198.12
"OUST","C",43,10/7/1996 0:00:00,1,76.00,22.70,0.00
"OUST","C",43,11/11/1997 0:00:00,1,163.00,25.00,0.00
"OUST","C",43,8/18/1999 0:00:00,1,328.57,69.00,0.00
"OUST","C",43,2/7/2001 0:00:00,1,426.72,74.00,0.00
"OUST","C",43,5/31/2002 0:00:00,1,530.35,104.00,70.00
"OUST","C",43,11/26/2002 0:00:00,1,624.84,149.00,71.00
"OUST","C",43,4/26/2004 0:00:00,1,670.56,119.00,88.00
"OUST","C",43,8/23/2005 0:00:00,1,883.92,127.00,96.52
"OUST","C",44,10/7/1996 0:00:00,1,100.00,27.00,0.00
"OUST","C",44,11/11/1997 0:00:00,1,140.00,47.00,0.00
"OUST","C",44,8/18/1999 0:00:00,1,326.13,90.00,0.00
"OUST","C",44,2/7/2001 0:00:00,1,454.15,110.00,0.00
"OUST","C",44,5/31/2002 0:00:00,1,615.69,145.00,106.00
"OUST","C",44,11/26/2002 0:00:00,1,688.84,152.00,101.00
"OUST","C",44,4/26/2004 0:00:00,1,822.96,214.00,130.00
"OUST","C",44,8/23/2005 0:00:00,1,975.36,208.28,172.72
"OUST","C",45,10/7/1996 0:00:00,1,117.00,28.30,0.00
"OUST","C",45,11/11/1997 0:00:00,1,190.00,38.50,0.00
"OUST","C",45,8/18/1999 0:00:00,1,411.48,79.00,0.00
"OUST","C",45,2/7/2001 0:00:00,1,547.11,98.00,0.00
"OUST","C",45,5/31/2002 0:00:00,1,685.80,133.00,118.00
"OUST","C",45,11/26/2002 0:00:00,1,819.91,152.00,116.00
"OUST","C",45,4/26/2004 0:00:00,1,853.44,172.00,144.00
"OUST","C",45,8/23/2005 0:00:00,1,1066.80,220.98,198.12
"OUST","C",46,10/7/1996 0:00:00,1,76.00,17.90,0.00
"OUST","C",46,11/11/1997 0:00:00,1,156.00,29.00,0.00
"OUST","C",46,8/18/1999 0:00:00,1,298.70,55.00,0.00
"OUST","C",46,2/7/2001 0:00:00,1,398.06,80.00,0.00
"OUST","C",46,5/31/2002 0:00:00,1,557.78,98.00,79.00
"OUST","C",46,11/26/2002 0:00:00,1,701.04,112.00,82.00
"OUST","C",46,4/26/2004 0:00:00,1,822.96,150.00,108.00
"OUST","C",46,8/23/2005 0:00:00,1,1097.28,172.72,134.62
"OUST","C",47,10/7/1996 0:00:00,1,116.00,25.00,0.00
"OUST","C",47,11/11/1997 0:00:00,1,178.00,32.00,0.00
"OUST","C",47,8/18/1999 0:00:00,1,380.39,73.00,0.00
"OUST","C",47,2/7/2001 0:00:00,1,486.15,92.00,0.00
"OUST","C",47,5/31/2002 0:00:00,1,618.74,138.00,98.00
"OUST","C",47,11/26/2002 0:00:00,1,731.52,152.00,112.00
"OUST","C",47,4/26/2004 0:00:00,1,883.92,172.00,131.00
"OUST","C",47,8/23/2005 0:00:00,1,975.36,210.82,162.56
"OUST","C",48,10/7/1996 0:00:00,1,100.00,22.90,0.00
"OUST","C",48,11/11/1997 0:00:00,1,166.00,38.00,0.00
"OUST","C",48,8/18/1999 0:00:00,1,377.95,73.00,0.00
"OUST","C",48,2/7/2001 0:00:00,1,495.60,88.00,0.00
"OUST","C",48,5/31/2002 0:00:00,1,640.08,120.00,86.00
"OUST","C",48,11/26/2002 0:00:00,1,762.00,140.00,93.00
"OUST","C",48,4/26/2004 0:00:00,1,762.00,170.00,110.00
"OUST","C",48,8/23/2005 0:00:00,1,1005.84,198.12,144.78
"OUST","C",49,10/7/1996 0:00:00,1,85.00,28.00,0.00
"OUST","C",49,11/11/1997 0:00:00,1,159.00,48.00,0.00
"OUST","C",49,8/18/1999 0:00:00,1,347.47,83.00,0.00
"OUST","C",49,2/7/2001 0:00:00,1,448.05,102.00,0.00
"OUST","C",49,5/31/2002 0:00:00,1,707.13,134.00,98.00
"OUST","C",49,11/26/2002 0:00:00,1,734.56,155.00,108.00
"OUST","C",49,4/26/2004 0:00:00,1,762.00,190.00,132.00
"OUST","C",49,8/23/2005 0:00:00,1,1036.32,241.30,175.26
"OUST","C",50,10/7/1996 0:00:00,1,107.00,21.50,0.00
"OUST","C",50,11/11/1997 0:00:00,1,197.00,36.00,0.00
"OUST","C",50,8/18/1999 0:00:00,1,401.72,67.00,0.00
"OUST","C",50,2/7/2001 0:00:00,1,551.68,92.00,0.00
"OUST","C",50,5/31/2002 0:00:00,1,585.21,141.00,98.00
"OUST","C",50,11/26/2002 0:00:00,1,780.28,155.00,109.00
"OUST","C",50,4/26/2004 0:00:00,1,944.88,190.00,132.00
"OUST","C",50,8/23/2005 0:00:00,1,853.44,236.22,180.34
"OUST","C",51,10/7/1996 0:00:00,1,91.00,21.70,0.00
"OUST","C",51,11/11/1997 0:00:00,1,190.00,34.00,0.00
"OUST","C",51,8/18/1999 0:00:00,1,379.47,65.00,0.00
"OUST","C",51,2/7/2001 0:00:00,1,502.92,98.00,0.00
"OUST","C",51,5/31/2002 0:00:00,1,576.07,134.00,91.00
"OUST","C",51,11/26/2002 0:00:00,1,716.28,159.00,106.00
"OUST","C",51,4/26/2004 0:00:00,1,792.48,230.00,132.00
"OUST","C",51,8/23/2005 0:00:00,1,975.36,223.52,160.02
"OUST","C",52,10/7/1996 0:00:00,1,102.00,30.00,0.00
"OUST","C",52,11/11/1997 0:00:00,1,185.00,46.50,0.00
"OUST","C",52,8/18/1999 0:00:00,1,394.71,84.00,0.00
"OUST","C",52,2/7/2001 0:00:00,1,510.54,105.00,0.00
"OUST","C",52,5/31/2002 0:00:00,1,667.51,142.00,102.00
"OUST","C",52,11/26/2002 0:00:00,1,795.52,180.00,111.00
"OUST","C",52,4/26/2004 0:00:00,1,853.44,232.00,138.00
"OUST","C",52,8/23/2005 0:00:00,1,1097.28,256.54,177.80
"OUST","C",53,10/7/1996 0:00:00,1,98.00,32.00,0.00
"OUST","C",53,11/11/1997 0:00:00,1,161.00,53.00,0.00
"OUST","C",53,8/18/1999 0:00:00,1,368.19,92.00,0.00
"OUST","C",53,2/7/2001 0:00:00,1,510.54,112.00,0.00
"OUST","C",53,5/31/2002 0:00:00,1,646.17,162.00,120.00
"OUST","C",53,11/26/2002 0:00:00,1,762.00,172.00,113.00
"OUST","C",53,4/26/2004 0:00:00,1,731.52,210.00,140.00
"OUST","C",53,8/23/2005 0:00:00,1,1097.28,241.30,187.96
"OUST","C",54,10/7/1996 0:00:00,1,99.00,24.50,0.00
"OUST","C",54,11/11/1997 0:00:00,1,157.00,37.00,0.00
"OUST","C",54,8/18/1999 0:00:00,1,304.19,71.00,0.00
"OUST","C",54,2/7/2001 0:00:00,1,438.91,93.00,0.00
"OUST","C",54,5/31/2002 0:00:00,1,591.31,126.00,82.00
"OUST","C",54,11/26/2002 0:00:00,1,731.52,141.00,93.00
"OUST","C",54,4/26/2004 0:00:00,1,670.56,147.00,120.00
"OUST","C",54,8/23/2005 0:00:00,1,1097.28,203.20,144.78
"OUST","C",55,10/7/1996 0:00:00,1,97.00,25.90,0.00
"OUST","C",55,11/11/1997 0:00:00,1,202.00,42.00,0.00
"OUST","C",55,8/18/1999 0:00:00,1,419.70,82.00,0.00
"OUST","C",55,2/7/2001 0:00:00,1,548.03,103.00,0.00
"OUST","C",55,5/31/2002 0:00:00,1,710.18,140.00,98.00
"OUST","C",55,11/26/2002 0:00:00,1,841.24,159.00,100.00
"OUST","C",55,4/26/2004 0:00:00,1,883.92,174.00,119.00
"OUST","C",55,8/23/2005 0:00:00,1,1097.28,223.52,160.02
"OUST","C",56,10/7/1996 0:00:00,1,102.00,32.10,0.00
"OUST","C",56,11/11/1997 0:00:00,1,197.00,51.00,0.00
"OUST","C",56,8/18/1999 0:00:00,1,385.57,99.00,0.00
"OUST","C",56,2/7/2001 0:00:00,1,491.64,114.00,0.00
"OUST","C",56,5/31/2002 0:00:00,1,612.64,158.00,96.00
"OUST","C",56,11/26/2002 0:00:00,1,807.72,178.00,98.00
"OUST","C",56,4/26/2004 0:00:00,1,822.96,210.00,118.00
"OUST","C",56,8/23/2005 0:00:00,1,914.40,241.30,165.10
"OUST","C",57,10/7/1996 0:00:00,1,117.00,30.50,0.00
"OUST","C",57,11/11/1997 0:00:00,1,214.00,44.00,0.00
"OUST","C",57,8/18/1999 0:00:00,1,438.91,93.00,0.00
"OUST","C",57,2/7/2001 0:00:00,1,582.47,119.00,0.00
"OUST","C",57,5/31/2002 0:00:00,1,697.99,147.00,115.00
"OUST","C",57,11/26/2002 0:00:00,1,792.48,159.00,129.00
"OUST","C",57,4/26/2004 0:00:00,1,883.92,208.00,146.00
"OUST","C",57,8/23/2005 0:00:00,1,975.36,231.14,182.88
"OUST","C",58,10/7/1996 0:00:00,1,59.00,11.90,0.00
"OUST","C",58,11/11/1997 0:00:00,1,106.00,23.00,0.00
"OUST","C",58,8/18/1999 0:00:00,1,254.50,52.00,0.00
"OUST","C",58,2/7/2001 0:00:00,1,546.50,117.00,0.00
"OUST","C",58,5/31/2002 0:00:00,1,530.35,97.00,73.00
"OUST","C",58,11/26/2002 0:00:00,1,624.84,110.00,79.00
"OUST","C",58,4/26/2004 0:00:00,1,731.52,132.00,99.00
"OUST","C",58,8/23/2005 0:00:00,1,853.44,175.26,139.70
"OUST","C",59,10/7/1996 0:00:00,1,97.00,25.20,0.00
"OUST","C",59,11/11/1997 0:00:00,1,196.00,44.00,0.00
"OUST","C",59,8/18/1999 0:00:00,1,402.94,81.00,0.00
"OUST","C",59,2/7/2001 0:00:00,1,376.42,71.00,0.00
"OUST","C",59,5/31/2002 0:00:00,1,612.64,155.00,97.00
"OUST","C",59,11/26/2002 0:00:00,1,746.76,172.00,111.00
"OUST","C",59,4/26/2004 0:00:00,1,822.96,210.00,132.00
"OUST","C",59,8/23/2005 0:00:00,1,1097.28,261.62,165.10
"OUST","C",60,10/7/1996 0:00:00,1,43.00,12.00,0.00
"OUST","C",60,11/11/1997 0:00:00,1,71.00,19.00,0.00
"OUST","C",60,8/18/1999 0:00:00,1,178.30,31.00,0.00
"OUST","C",60,2/7/2001 0:00:00,1,275.23,50.00,0.00
"OUST","C",60,5/31/2002 0:00:00,1,417.57,82.00,58.00
"OUST","C",60,11/26/2002 0:00:00,1,533.40,91.00,63.00
"OUST","C",60,4/26/2004 0:00:00,1,609.60,110.00,80.00
"OUST","C",60,8/23/2005 0:00:00,1,853.44,157.48,121.92
