"This dataset represents a selection of tree taper data from the British Columbia Ministry of Forests and Range volume and decay databases. The trees in the master database were used to fit the taper equations used in B.C.  All trees in the master database were selected purposefully.",,,,,,,,,,
"The trees in this dataset were systematically selected from the range of dbh for the species within a biogeoclimatic zone from the trees in the master database.",,,,,,,,,,
"Each record equals a section of a tree and cites the height above ground (high side), its stem diameter and volume for the upper position of the section.  Header details describing the tree species, biogeoclimatic unit, dbh, height, age  and total tree volume are cited for each section record.",,,,,,,,,,
"907874",0.61,2,22.1,0.01,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",1.3,3,20.9,0.03,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",3.26,4,19.3,0.06,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",5.15,5,18,0.05,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",7.04,6,16.8,0.05,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",8.93,7,15.2,0.04,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",10.82,8,13.7,0.03,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",12.71,9,11.7,0.02,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",14.6,10,9.4,0.02,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",16.49,11,6.3,0.01,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",18.38,12,3.3,0,"S","ESSFdkp",59,21.9,20.45,0.33
"907874",20.45,13,0,0,"S","ESSFdkp",59,21.9,20.45,0.33
"931588",0.3,1,14.5,0.01,"B","ESSFmc",193,13.6,9.45,0.06
"931588",0.61,2,13.7,0,"B","ESSFmc",193,13.6,9.45,0.06
"931588",1.3,3,12.3,0.01,"B","ESSFmc",193,13.6,9.45,0.06
"931588",2.59,4,11.4,0.01,"B","ESSFmc",193,13.6,9.45,0.06
"931588",3.81,5,10.4,0.01,"B","ESSFmc",193,13.6,9.45,0.06
"931588",5.03,6,8.4,0.01,"B","ESSFmc",193,13.6,9.45,0.06
"931588",6.25,7,6.1,0.01,"B","ESSFmc",193,13.6,9.45,0.06
"931588",7.47,8,4.3,0,"B","ESSFmc",193,13.6,9.45,0.06
"931588",9.45,9,0,0,"B","ESSFmc",193,13.6,9.45,0.06
"931447",0.3,1,13.7,0,"B","ESSFmc",245,13.8,10.97,0.08
"931447",0.61,2,13,0,"B","ESSFmc",245,13.8,10.97,0.08
"931447",1.3,3,12.7,0.01,"B","ESSFmc",245,13.8,10.97,0.08
"931447",2.59,4,11.4,0.01,"B","ESSFmc",245,13.8,10.97,0.08
"931447",3.81,5,10.9,0.01,"B","ESSFmc",245,13.8,10.97,0.08
"931447",5.03,6,10.2,0.01,"B","ESSFmc",245,13.8,10.97,0.08
"931447",6.25,7,9.1,0.01,"B","ESSFmc",245,13.8,10.97,0.08
"931447",7.47,8,7.1,0.01,"B","ESSFmc",245,13.8,10.97,0.08
"931447",8.69,9,4.8,0,"B","ESSFmc",245,13.8,10.97,0.08
"931447",9.91,10,2.3,0,"B","ESSFmc",245,13.8,10.97,0.08
"931447",10.97,11,0,0,"B","ESSFmc",245,13.8,10.97,0.08
"931319",0.3,1,14.7,0.01,"B","ESSFmc",119,14.7,15.24,0.13
"931319",0.61,2,14.2,0.01,"B","ESSFmc",119,14.7,15.24,0.13
"931319",1.3,3,14,0.01,"B","ESSFmc",119,14.7,15.24,0.13
"931319",2.74,4,14,0.02,"B","ESSFmc",119,14.7,15.24,0.13
"931319",4.11,5,13,0.02,"B","ESSFmc",119,14.7,15.24,0.13
"931319",5.49,6,12.2,0.02,"B","ESSFmc",119,14.7,15.24,0.13
"931319",6.86,7,11.4,0.02,"B","ESSFmc",119,14.7,15.24,0.13
"931319",8.23,8,10.7,0.01,"B","ESSFmc",119,14.7,15.24,0.13
"931319",9.6,9,8.9,0.01,"B","ESSFmc",119,14.7,15.24,0.13
"931319",10.97,10,7.4,0.01,"B","ESSFmc",119,14.7,15.24,0.13
"931319",12.34,11,5.6,0,"B","ESSFmc",119,14.7,15.24,0.13
"931319",13.72,12,3.3,0,"B","ESSFmc",119,14.7,15.24,0.13
"931319",15.24,13,0,0,"B","ESSFmc",119,14.7,15.24,0.13
"931421",0.3,1,15.5,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",0.61,2,15,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",1.3,3,14.7,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",2.74,4,13.7,0.02,"B","ESSFmc",136,15.3,15.09,0.13
"931421",4.11,5,13,0.02,"B","ESSFmc",136,15.3,15.09,0.13
"931421",5.49,6,12.2,0.02,"B","ESSFmc",136,15.3,15.09,0.13
"931421",6.86,7,10.9,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",8.23,8,9.9,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",9.6,9,8.6,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",10.97,10,7.4,0.01,"B","ESSFmc",136,15.3,15.09,0.13
"931421",12.34,11,5.6,0,"B","ESSFmc",136,15.3,15.09,0.13
"931421",13.72,12,3.3,0,"B","ESSFmc",136,15.3,15.09,0.13
"931421",15.09,13,0,0,"B","ESSFmc",136,15.3,15.09,0.13
"931552",0.3,1,14.7,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",0.61,2,14.2,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",1.3,3,14.5,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",2.59,4,13.2,0.02,"B","ESSFmc",160,15.5,12.71,0.1
"931552",3.81,5,12.4,0.02,"B","ESSFmc",160,15.5,12.71,0.1
"931552",5.03,6,11.2,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",6.25,7,10.2,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",7.47,8,7.4,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",8.69,9,7.1,0.01,"B","ESSFmc",160,15.5,12.71,0.1
"931552",9.91,10,5.3,0,"B","ESSFmc",160,15.5,12.71,0.1
"931552",11.13,11,3.3,0,"B","ESSFmc",160,15.5,12.71,0.1
"931552",12.71,12,0,0,"B","ESSFmc",160,15.5,12.71,0.1
"931442",0.3,1,17.8,0.01,"B","ESSFmc",192,17.1,8.02,0.09
"931442",0.61,2,16.5,0.01,"B","ESSFmc",192,17.1,8.02,0.09
"931442",1.3,3,15.6,0.01,"B","ESSFmc",192,17.1,8.02,0.09
"931442",2.59,4,13.7,0.02,"B","ESSFmc",192,17.1,8.02,0.09
"931442",3.81,5,12.4,0.02,"B","ESSFmc",192,17.1,8.02,0.09
"931442",5.03,6,10.9,0.01,"B","ESSFmc",192,17.1,8.02,0.09
"931442",6.25,7,8.4,0.01,"B","ESSFmc",192,17.1,8.02,0.09
"931442",8.02,8,0,0,"B","ESSFmc",192,17.1,8.02,0.09
"931308",0.3,1,18,0.01,"B","ESSFmc",121,18,18.71,0.21
"931308",0.61,2,17,0.01,"B","ESSFmc",121,18,18.71,0.21
"931308",1.3,3,16.8,0.02,"B","ESSFmc",121,18,18.71,0.21
"931308",3.08,4,16,0.04,"B","ESSFmc",121,18,18.71,0.21
"931308",4.79,5,15.2,0.03,"B","ESSFmc",121,18,18.71,0.21
"931308",6.49,6,14.5,0.03,"B","ESSFmc",121,18,18.71,0.21
"931308",8.2,7,13,0.03,"B","ESSFmc",121,18,18.71,0.21
"931308",9.91,8,11.4,0.02,"B","ESSFmc",121,18,18.71,0.21
"931308",11.61,9,9.9,0.02,"B","ESSFmc",121,18,18.71,0.21
"931308",13.32,10,8.4,0.01,"B","ESSFmc",121,18,18.71,0.21
"931308",15.03,11,6.1,0.01,"B","ESSFmc",121,18,18.71,0.21
"931308",16.73,12,3.8,0,"B","ESSFmc",121,18,18.71,0.21
"931308",18.71,13,0,0,"B","ESSFmc",121,18,18.71,0.21
"931575",0.3,1,19.8,0.01,"B","ESSFmc",138,19.2,14.69,0.19
"931575",0.61,2,19.3,0.01,"B","ESSFmc",138,19.2,14.69,0.19
"931575",1.3,3,17.9,0.02,"B","ESSFmc",138,19.2,14.69,0.19
"931575",2.68,4,17,0.03,"B","ESSFmc",138,19.2,14.69,0.19
"931575",3.99,5,16,0.03,"B","ESSFmc",138,19.2,14.69,0.19
"931575",5.3,6,15,0.02,"B","ESSFmc",138,19.2,14.69,0.19
"931575",6.61,7,13.5,0.02,"B","ESSFmc",138,19.2,14.69,0.19
"931575",7.92,8,11.4,0.02,"B","ESSFmc",138,19.2,14.69,0.19
"931575",9.24,9,9.7,0.01,"B","ESSFmc",138,19.2,14.69,0.19
"931575",10.55,10,7.9,0.01,"B","ESSFmc",138,19.2,14.69,0.19
"931575",11.86,11,5.6,0,"B","ESSFmc",138,19.2,14.69,0.19
"931575",13.17,12,3.3,0,"B","ESSFmc",138,19.2,14.69,0.19
"931575",14.69,13,0,0,"B","ESSFmc",138,19.2,14.69,0.19
"931646",0.3,1,17.8,0.01,"B","ESSFmc",340,19.9,11.06,0.14
"931646",0.61,2,18,0.01,"B","ESSFmc",340,19.9,11.06,0.14
"931646",1.3,3,18.5,0.02,"B","ESSFmc",340,19.9,11.06,0.14
"931646",2.59,4,18.3,0.03,"B","ESSFmc",340,19.9,11.06,0.14
"931646",3.81,5,14.7,0.03,"B","ESSFmc",340,19.9,11.06,0.14
"931646",5.03,6,12.2,0.02,"B","ESSFmc",340,19.9,11.06,0.14
"931646",6.25,7,9.7,0.01,"B","ESSFmc",340,19.9,11.06,0.14
"931646",7.47,8,8.1,0.01,"B","ESSFmc",340,19.9,11.06,0.14
"931646",8.69,9,5.3,0,"B","ESSFmc",340,19.9,11.06,0.14
"931646",9.91,10,3.8,0,"B","ESSFmc",340,19.9,11.06,0.14
"931646",11.06,11,0,0,"B","ESSFmc",340,19.9,11.06,0.14
"931241",0.3,1,22.9,0.01,"B","ESSFmc",111,21,16.58,0.25
"931241",0.61,2,21.3,0.01,"B","ESSFmc",111,21,16.58,0.25
"931241",1.3,3,19.9,0.02,"B","ESSFmc",111,21,16.58,0.25
"931241",2.87,4,18.5,0.05,"B","ESSFmc",111,21,16.58,0.25
"931241",4.36,5,17.3,0.04,"B","ESSFmc",111,21,16.58,0.25
"931241",5.85,6,16,0.03,"B","ESSFmc",111,21,16.58,0.25
"931241",7.35,7,14.7,0.03,"B","ESSFmc",111,21,16.58,0.25
"931241",8.84,8,13.2,0.02,"B","ESSFmc",111,21,16.58,0.25
"931241",10.33,9,11.2,0.02,"B","ESSFmc",111,21,16.58,0.25
"931241",11.83,10,7.6,0.01,"B","ESSFmc",111,21,16.58,0.25
"931241",13.32,11,6.6,0.01,"B","ESSFmc",111,21,16.58,0.25
"931241",14.81,12,3.8,0,"B","ESSFmc",111,21,16.58,0.25
"931241",16.58,13,0,0,"B","ESSFmc",111,21,16.58,0.25
"052307",0.3,1,22,0.01,"B","ESSFmc",229,21.8,17.5,0.26
"052307",0.6,2,21.2,0.01,"B","ESSFmc",229,21.8,17.5,0.26
"052307",0.9,3,20.4,0.01,"B","ESSFmc",229,21.8,17.5,0.26
"052307",1.3,4,20.4,0.01,"B","ESSFmc",229,21.8,17.5,0.26
"052307",2.8,5,18.4,0.04,"B","ESSFmc",229,21.8,17.5,0.26
"052307",5.3,6,16.7,0.06,"B","ESSFmc",229,21.8,17.5,0.26
"052307",7.8,7,14.5,0.05,"B","ESSFmc",229,21.8,17.5,0.26
"052307",10.3,8,11.8,0.03,"B","ESSFmc",229,21.8,17.5,0.26
"052307",11.74,9,10,0.01,"B","ESSFmc",229,21.8,17.5,0.26
"052307",14.75,10,5,0.01,"B","ESSFmc",229,21.8,17.5,0.26
"052307",17.5,11,0,0,"B","ESSFmc",229,21.8,17.5,0.26
"931670",0.3,1,24.9,0.01,"B","ESSFmc",209,24.2,14.87,0.28
"931670",0.61,2,23.6,0.01,"B","ESSFmc",209,24.2,14.87,0.28
"931670",1.3,3,22.2,0.03,"B","ESSFmc",209,24.2,14.87,0.28
"931670",2.71,4,20.1,0.05,"B","ESSFmc",209,24.2,14.87,0.28
"931670",4.05,5,19,0.04,"B","ESSFmc",209,24.2,14.87,0.28
"931670",5.39,6,17.3,0.03,"B","ESSFmc",209,24.2,14.87,0.28
"931670",6.74,7,16.3,0.03,"B","ESSFmc",209,24.2,14.87,0.28
"931670",8.08,8,14.5,0.03,"B","ESSFmc",209,24.2,14.87,0.28
"931670",9.42,9,12.2,0.02,"B","ESSFmc",209,24.2,14.87,0.28
"931670",10.76,10,9.4,0.01,"B","ESSFmc",209,24.2,14.87,0.28
"931670",12.1,11,8.1,0.01,"B","ESSFmc",209,24.2,14.87,0.28
"931670",13.44,12,4.1,0,"B","ESSFmc",209,24.2,14.87,0.28
"931670",14.87,13,0,0,"B","ESSFmc",209,24.2,14.87,0.28
"061799",0.3,1,27.4,0.02,"B","ESSFmc",66,24.8,16,0.31
"061799",0.6,2,26.3,0.02,"B","ESSFmc",66,24.8,16,0.31
"061799",0.9,3,25.5,0.02,"B","ESSFmc",66,24.8,16,0.31
"061799",1.3,4,23.8,0.02,"B","ESSFmc",66,24.8,16,0.31
"061799",2.8,5,21.4,0.06,"B","ESSFmc",66,24.8,16,0.31
"061799",5.3,6,18.3,0.08,"B","ESSFmc",66,24.8,16,0.31
"061799",7.8,7,14.3,0.05,"B","ESSFmc",66,24.8,16,0.31
"061799",11.03,8,10,0.04,"B","ESSFmc",66,24.8,16,0.31
"061799",16,9,0,0.02,"B","ESSFmc",66,24.8,16,0.31
"931284",0.3,1,26.2,0.02,"B","ESSFmc",104,26.3,19.57,0.46
"931284",0.61,2,26.4,0.02,"B","ESSFmc",104,26.3,19.57,0.46
"931284",1.3,3,24.8,0.04,"B","ESSFmc",104,26.3,19.57,0.46
"931284",3.17,4,23.1,0.08,"B","ESSFmc",104,26.3,19.57,0.46
"931284",4.97,5,21.8,0.07,"B","ESSFmc",104,26.3,19.57,0.46
"931284",6.77,6,20.3,0.06,"B","ESSFmc",104,26.3,19.57,0.46
"931284",8.56,7,18.8,0.05,"B","ESSFmc",104,26.3,19.57,0.46
"931284",10.36,8,16.3,0.04,"B","ESSFmc",104,26.3,19.57,0.46
"931284",12.16,9,14,0.03,"B","ESSFmc",104,26.3,19.57,0.46
"931284",13.96,10,10.9,0.02,"B","ESSFmc",104,26.3,19.57,0.46
"931284",15.76,11,7.4,0.01,"B","ESSFmc",104,26.3,19.57,0.46
"931284",17.56,12,4.3,0.01,"B","ESSFmc",104,26.3,19.57,0.46
"931284",19.57,13,0,0,"B","ESSFmc",104,26.3,19.57,0.46
"049809",0.3,1,30.6,0.02,"B","ESSFmc",302,29.1,20,0.52
"049809",0.6,2,27.6,0.02,"B","ESSFmc",302,29.1,20,0.52
"049809",0.9,3,27.1,0.02,"B","ESSFmc",302,29.1,20,0.52
"049809",1.3,4,26.1,0.02,"B","ESSFmc",302,29.1,20,0.52
"049809",5.3,5,21.8,0.18,"B","ESSFmc",302,29.1,20,0.52
"049809",10.3,6,17.4,0.15,"B","ESSFmc",302,29.1,20,0.52
"049809",15.72,7,10,0.09,"B","ESSFmc",302,29.1,20,0.52
"049809",18.11,8,5,0.01,"B","ESSFmc",302,29.1,20,0.52
"049809",20,9,0,0,"B","ESSFmc",302,29.1,20,0.52
"049890",0.3,1,35.3,0.03,"B","ESSFmc",373,32,20,0.68
"049890",0.6,2,31.5,0.03,"B","ESSFmc",373,32,20,0.68
"049890",0.9,3,29.4,0.02,"B","ESSFmc",373,32,20,0.68
"049890",1.3,4,28.7,0.03,"B","ESSFmc",373,32,20,0.68
"049890",5.3,5,26.3,0.24,"B","ESSFmc",373,32,20,0.68
"049890",10.3,6,20,0.21,"B","ESSFmc",373,32,20,0.68
"049890",15.9,7,10,0.11,"B","ESSFmc",373,32,20,0.68
"049890",18.39,8,5,0.01,"B","ESSFmc",373,32,20,0.68
"049890",20,9,0,0,"B","ESSFmc",373,32,20,0.68
"062098",0.3,1,46.6,0.05,"B","ESSFmc",150,35.8,21.5,0.94
"062098",0.6,2,40.2,0.04,"B","ESSFmc",150,35.8,21.5,0.94
"062098",0.9,3,36.1,0.03,"B","ESSFmc",150,35.8,21.5,0.94
"062098",1.3,4,33.9,0.04,"B","ESSFmc",150,35.8,21.5,0.94
"062098",5.3,5,28,0.3,"B","ESSFmc",150,35.8,21.5,0.94
"062098",10.3,6,24,0.27,"B","ESSFmc",150,35.8,21.5,0.94
"062098",17.25,7,10,0.18,"B","ESSFmc",150,35.8,21.5,0.94
"062098",21.5,8,0,0.01,"B","ESSFmc",150,35.8,21.5,0.94
"932480",0.3,1,27.2,0.02,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",0.61,2,25.1,0.02,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",1.3,3,23.3,0.03,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",2.9,4,21.1,0.06,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",4.42,5,20.3,0.05,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",5.94,6,17.5,0.04,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",7.47,7,16,0.03,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",8.99,8,14.5,0.03,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",10.52,9,12.2,0.02,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",12.04,10,10.9,0.02,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",13.56,11,8.6,0.01,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",15.09,12,6.1,0.01,"PL","ESSFmc",150,24.8,16.86,0.34
"932480",16.86,13,0,0,"PL","ESSFmc",150,24.8,16.86,0.34
"932472",0.3,1,38.6,0.04,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",0.61,2,36.1,0.03,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",1.3,3,32.8,0.06,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",3.35,4,30.2,0.16,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",5.33,5,28.7,0.14,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",7.32,6,26.4,0.12,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",9.3,7,24.4,0.1,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",11.28,8,21.3,0.08,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",13.26,9,18.3,0.06,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",15.24,10,15.7,0.05,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",17.22,11,12.4,0.03,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",19.2,12,7.1,0.02,"PL","ESSFmc",168,34.6,21.46,0.89
"932472",21.46,13,0,0,"PL","ESSFmc",168,34.6,21.46,0.89
"932466",0.3,1,40.1,0.04,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",0.61,2,36.8,0.04,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",1.3,3,34.2,0.07,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",3.66,4,31,0.2,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",5.94,5,30,0.17,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",8.23,6,27.7,0.15,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",10.52,7,25.7,0.13,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",12.8,8,22.6,0.1,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",15.09,9,18.8,0.08,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",17.37,10,15.7,0.05,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",19.66,11,11.7,0.03,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",21.95,12,6.6,0.02,"PL","ESSFmc",150,36.3,24.44,1.08
"932466",24.44,13,0,0,"PL","ESSFmc",150,36.3,24.44,1.08
"931980",0.3,1,14,0,"S","ESSFmc",160,13,11.28,0.06
"931980",0.61,2,12.7,0,"S","ESSFmc",160,13,11.28,0.06
"931980",1.3,3,11.7,0.01,"S","ESSFmc",160,13,11.28,0.06
"931980",2.59,4,10.7,0.01,"S","ESSFmc",160,13,11.28,0.06
"931980",3.81,5,9.7,0.01,"S","ESSFmc",160,13,11.28,0.06
"931980",5.03,6,8.6,0.01,"S","ESSFmc",160,13,11.28,0.06
"931980",6.25,7,7.6,0.01,"S","ESSFmc",160,13,11.28,0.06
"931980",7.47,8,6.3,0,"S","ESSFmc",160,13,11.28,0.06
"931980",8.69,9,4.6,0,"S","ESSFmc",160,13,11.28,0.06
"931980",9.91,10,4.1,0,"S","ESSFmc",160,13,11.28,0.06
"931980",11.28,11,0,0,"S","ESSFmc",160,13,11.28,0.06
"931950",0.3,1,14,0,"S","ESSFmc",155,13.7,11.25,0.06
"931950",0.61,2,13,0,"S","ESSFmc",155,13.7,11.25,0.06
"931950",1.3,3,12.7,0.01,"S","ESSFmc",155,13.7,11.25,0.06
"931950",2.59,4,10.9,0.01,"S","ESSFmc",155,13.7,11.25,0.06
"931950",3.81,5,9.7,0.01,"S","ESSFmc",155,13.7,11.25,0.06
"931950",5.03,6,8.6,0.01,"S","ESSFmc",155,13.7,11.25,0.06
"931950",6.25,7,6.9,0.01,"S","ESSFmc",155,13.7,11.25,0.06
"931950",7.47,8,5.8,0,"S","ESSFmc",155,13.7,11.25,0.06
"931950",8.69,9,5.1,0,"S","ESSFmc",155,13.7,11.25,0.06
"931950",9.91,10,2.5,0,"S","ESSFmc",155,13.7,11.25,0.06
"931950",11.25,11,0,0,"S","ESSFmc",155,13.7,11.25,0.06
"052294",0.3,1,32.6,0.03,"S","ESSFmc",140,28.6,17.2,0.41
"052294",0.6,2,29.1,0.02,"S","ESSFmc",140,28.6,17.2,0.41
"052294",0.9,3,28.1,0.02,"S","ESSFmc",140,28.6,17.2,0.41
"052294",1.3,4,26.8,0.02,"S","ESSFmc",140,28.6,17.2,0.41
"052294",3.3,5,23,0.1,"S","ESSFmc",140,28.6,17.2,0.41
"052294",11.58,6,10,0.2,"S","ESSFmc",140,28.6,17.2,0.41
"052294",14.24,7,5,0.01,"S","ESSFmc",140,28.6,17.2,0.41
"052294",17.2,8,0,0,"S","ESSFmc",140,28.6,17.2,0.41
"931976",0.3,1,39.6,0.04,"S","ESSFmc",268,35.7,25.05,0.95
"931976",0.61,2,35.6,0.03,"S","ESSFmc",268,35.7,25.05,0.95
"931976",1.3,3,33.2,0.06,"S","ESSFmc",268,35.7,25.05,0.95
"931976",3.72,4,29.2,0.19,"S","ESSFmc",268,35.7,25.05,0.95
"931976",6.07,5,27.2,0.15,"S","ESSFmc",268,35.7,25.05,0.95
"931976",8.41,6,25.4,0.13,"S","ESSFmc",268,35.7,25.05,0.95
"931976",10.76,7,23.4,0.11,"S","ESSFmc",268,35.7,25.05,0.95
"931976",13.11,8,20.6,0.09,"S","ESSFmc",268,35.7,25.05,0.95
"931976",15.45,9,17.5,0.07,"S","ESSFmc",268,35.7,25.05,0.95
"931976",17.8,10,14.2,0.05,"S","ESSFmc",268,35.7,25.05,0.95
"931976",20.15,11,10.7,0.03,"S","ESSFmc",268,35.7,25.05,0.95
"931976",22.49,12,5.3,0.01,"S","ESSFmc",268,35.7,25.05,0.95
"931976",25.05,13,0,0,"S","ESSFmc",268,35.7,25.05,0.95
"931961",0.3,1,44.4,0.05,"S","ESSFmc",268,38.1,24.6,1.04
"931961",0.61,2,40.6,0.04,"S","ESSFmc",268,38.1,24.6,1.04
"931961",1.3,3,35.3,0.08,"S","ESSFmc",268,38.1,24.6,1.04
"931961",3.69,4,31,0.21,"S","ESSFmc",268,38.1,24.6,1.04
"931961",6,5,29.2,0.16,"S","ESSFmc",268,38.1,24.6,1.04
"931961",8.32,6,26.7,0.14,"S","ESSFmc",268,38.1,24.6,1.04
"931961",10.64,7,23.6,0.12,"S","ESSFmc",268,38.1,24.6,1.04
"931961",12.95,8,20.6,0.09,"S","ESSFmc",268,38.1,24.6,1.04
"931961",15.27,9,17.3,0.07,"S","ESSFmc",268,38.1,24.6,1.04
"931961",17.59,10,13.5,0.04,"S","ESSFmc",268,38.1,24.6,1.04
"931961",19.9,11,9.4,0.02,"S","ESSFmc",268,38.1,24.6,1.04
"931961",22.22,12,5.6,0.01,"S","ESSFmc",268,38.1,24.6,1.04
"931961",24.6,13,0,0,"S","ESSFmc",268,38.1,24.6,1.04
"931956",0.3,1,44.2,0.05,"S","ESSFmc",172,40.5,24.05,1.17
"931956",0.61,2,40.4,0.04,"S","ESSFmc",172,40.5,24.05,1.17
"931956",1.3,3,37.8,0.08,"S","ESSFmc",172,40.5,24.05,1.17
"931956",3.63,4,33.3,0.23,"S","ESSFmc",172,40.5,24.05,1.17
"931956",5.88,5,30.7,0.18,"S","ESSFmc",172,40.5,24.05,1.17
"931956",8.14,6,29.2,0.16,"S","ESSFmc",172,40.5,24.05,1.17
"931956",10.39,7,25.7,0.13,"S","ESSFmc",172,40.5,24.05,1.17
"931956",12.65,8,23.1,0.11,"S","ESSFmc",172,40.5,24.05,1.17
"931956",14.9,9,19.3,0.08,"S","ESSFmc",172,40.5,24.05,1.17
"931956",17.16,10,15.7,0.05,"S","ESSFmc",172,40.5,24.05,1.17
"931956",19.42,11,11.4,0.03,"S","ESSFmc",172,40.5,24.05,1.17
"931956",21.67,12,7.4,0.02,"S","ESSFmc",172,40.5,24.05,1.17
"931956",24.05,13,0,0,"S","ESSFmc",172,40.5,24.05,1.17
"047139",0.3,1,75.7,0.14,"S","ESSFmk",339,58.6,33.8,2.98
"047139",0.6,2,65.8,0.12,"S","ESSFmk",339,58.6,33.8,2.98
"047139",0.9,3,59.8,0.09,"S","ESSFmk",339,58.6,33.8,2.98
"047139",1.3,4,53.3,0.1,"S","ESSFmk",339,58.6,33.8,2.98
"047139",5.3,5,43.8,0.75,"S","ESSFmk",339,58.6,33.8,2.98
"047139",10.3,6,38.3,0.66,"S","ESSFmk",339,58.6,33.8,2.98
"047139",15.3,7,33.4,0.51,"S","ESSFmk",339,58.6,33.8,2.98
"047139",20.3,8,26.2,0.35,"S","ESSFmk",339,58.6,33.8,2.98
"047139",25.3,9,16.9,0.19,"S","ESSFmk",339,58.6,33.8,2.98
"047139",28.95,10,10,0.06,"S","ESSFmk",339,58.6,33.8,2.98
"047139",31.3,11,5,0.01,"S","ESSFmk",339,58.6,33.8,2.98
"047139",33.8,12,0,0,"S","ESSFmk",339,58.6,33.8,2.98
"044915",0.3,1,45.7,0.05,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",0.61,2,41.9,0.05,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",0.91,3,40.1,0.04,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",1.37,4,37.3,0.05,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",5.18,5,31.8,0.36,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",10.06,6,27.9,0.34,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",14.94,7,22.6,0.25,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",19.81,8,15.2,0.14,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",24.69,9,8.9,0.06,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",27.34,10,5.1,0.01,"B","ESSFmm 2",245,40.3,29.9,1.35
"044915",29.9,11,0,0,"B","ESSFmm 2",245,40.3,29.9,1.35
"044692",0.3,1,42.7,0.04,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",0.61,2,38.9,0.04,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",0.91,3,36.6,0.03,"F","ESSFmm 2",182,40.9,23.8,1.07
"044692",1.37,4,35.1,0.05,"F","ESSFmm 2",182,40.9,23.8,1.07
