"stratum","cluster","point","tree","species","distance.m","azimuth","dbh.cm","dbh.in","hcb.m","ht.m","ht.ft","baf.ft2.ac","ba.ft2","tf.ac","vol.bf"
5,29,1,5,"TSHE",22.375,129,97,38.189,13.7,42.8,141.24,20,7.9541,2.5144,2515.3
5,29,1,6,"THPL",7.5565,175,59.3,23.346,7.28,18.7,61.71,20,2.9727,6.7278,306.06
5,29,1,7,"PIMO",12.761,192,70.2,27.638,17.88,30.02,99.066,20,4.166,4.8007,926.46
5,29,1,8,"THPL",11.813,180,58.6,23.071,12.8,13.3,43.89,20,2.903,6.8895,215.85
5,29,1,9,"THPL",17.012,244,78.4,30.866,14.36,36.69,121.08,20,5.1961,3.849,1023.5
5,29,2,1,"THPL",9.8845,321,104.9,41.299,18.64,44.1,145.53,40,9.3025,4.2999,2190.1
5,29,2,2,"THPL",11.432,20,108.5,42.717,5.82,24.1,79.53,40,9.9519,4.0193,1284.9
5,29,2,3,"THPL",3.1415,62,22.3,8.7795,3.37,7.19,23.727,40,0.4204,95.149,26.8
5,29,2,4,"TSHE",2.6405,186,58.1,22.874,7.52,38.02,125.47,40,2.8536,14.017,827.04
5,29,2,5,"THPL",7.7935,232,86.7,34.134,10.16,41.71,137.64,40,6.3546,6.2947,1418.8
5,29,2,6,"THPL",8.406,301,51.2,20.157,6.5,30.29,99.957,40,2.2161,18.05,367.34
5,29,3,1,"THPL",5.1372,305,123.44,48.6,24.08,44.2,145.86,40,12.882,3.1051,3035.6
5,29,3,2,"TSHE",0.4781,7,7.62,3,0.5,4.79,15.807,40,0.0491,814.9,39.025
5,29,3,3,"THPL",12.596,75,77.216,30.4,11.69,39.07,128.93,40,5.0404,7.9359,1056.9
5,29,3,4,"THPL",11.748,101,83.566,32.9,14.69,39.66,130.88,40,5.9035,6.7757,1254.5
5,29,3,5,"THPL",9.6054,129,85.09,33.5,5.11,15.25,50.325,40,6.1208,6.5351,506.61
5,29,3,6,"THPL",11.512,157,122.43,48.2,17.15,33.98,112.13,40,12.671,3.1568,2298.1
5,29,3,7,"TSHE",8.048,190,53.594,21.1,5.62,21.4,70.62,40,2.4282,16.473,415.55
5,29,3,8,"THPL",13.845,298,115,45.276,19.51,39.33,129.79,40,11.18,3.5778,2346.7
5,29,3,9,"THPL",14.03,275,86,33.858,16.6,41.76,137.81,40,6.2524,6.3976,1397.8
5,29,4,1,"THPL",2.2399,85,13.97,5.5,1.5,6.11,20.163,20,0.165,121.22,16.097
5,29,4,2,"THPL",2.1138,158,64.77,25.5,4.25,25.44,83.952,20,3.5465,5.6394,490.04
5,29,4,3,"TSHE",21.791,90,96.266,37.9,9.83,35.64,117.61,20,7.8342,2.5529,2069.7
5,29,4,4,"THPL",22.152,159,104.39,41.1,6.53,41.32,136.36,20,9.213,2.1709,2033.1
5,29,4,5,"THPL",9.625,232,94.996,37.4,5.81,24.6,81.18,20,7.6288,2.6216,1007.7
5,29,4,6,"THPL",16.088,258,91.694,36.1,12.29,29.38,96.954,20,7.1077,2.8138,1120.1
5,29,4,7,"THPL",17.318,257,103.63,40.8,,,120.65,20,9.0789,2.2029,1774.1
5,29,4,8,"THPL",24.116,292,105.2,41.417,5.82,39.74,131.14,20,9.3558,2.1377,1985.9
5,29,4,9,"THPL",15.982,327,126.4,49.764,11.59,43.39,143.19,20,13.506,1.4808,3124.1
5,29,5,1,"THPL",7.9415,345,80.3,31.614,16.46,40.01,132.03,40,5.451,7.3381,1169.4
5,29,5,10,"THPL",10.46,286,93.9,36.969,10.37,38.61,127.41,40,7.4538,5.3664,1539.6
5,29,5,2,"THPL",8.0394,33,71.882,28.3,10.42,28.75,94.875,40,4.3681,9.1574,677.89
5,29,5,3,"TSHE",12.794,82,78.74,31,19.16,41.77,137.84,40,5.2413,7.6317,1630.9
5,29,5,4,"THPL",15.604,131,96.774,38.1,10.78,40.3,132.99,40,7.9171,5.0524,1705.7
5,29,5,5,"THPL",8.6902,184,98.044,38.6,9.16,41.71,137.64,40,8.1262,4.9223,1811.4
5,29,5,6,"THPL",11.708,195,87.63,34.5,12.71,43.16,142.43,40,6.4916,6.1618,1499.2
5,29,5,7,"THPL",7.4791,227,115.82,45.6,12.89,44.08,145.46,40,11.341,3.5271,2666.4
5,29,5,8,"THPL",8.511,250,96.2,37.874,11.9,44.33,146.29,40,7.8234,5.1128,1853.2
5,29,5,9,"THPL",11.459,250,101.7,40.039,11.38,39.26,129.56,40,8.7436,4.5748,1834.4
6,31,1,1,"TSHE",6.94,46,61.7,24.291,3.33,37.23,122.86,40,3.2182,12.429,909.43
6,31,1,10,"THPL",9.26,356,101.5,39.961,16.4,42.51,140.28,40,8.7092,4.5928,1977.6
6,31,1,2,"TSHE",6.99,146,57.7,22.717,6.82,35.58,117.41,40,2.8145,14.212,766.22
6,31,1,3,"TSHE",12.64,194,81.8,32.205,2.78,38.01,125.43,40,5.6566,7.0714,1602.3
6,31,1,4,"TSHE",4.98,249,36.6,14.409,8.24,30.35,100.16,40,1.1324,35.322,287.48
6,31,1,5,"THPL",14.35,270,98.9,38.937,3.4,42.81,141.27,40,8.2688,4.8375,1891.3
6,31,1,6,"THPL",2.9,310,29.9,11.772,5.95,18.74,61.842,40,0.7558,52.926,85.983
6,31,1,7,"THPL",13.06,336,86.9,34.213,9.54,26.62,87.846,40,6.3839,6.2657,913.54
6,31,1,8,"PSME",14.38,339,110.4,43.465,21.5,44.46,146.72,40,10.304,3.8822,2805.4
6,31,1,9,"TSHE",7.75,356,47.7,18.78,13.13,33.5,110.55,40,1.9235,20.796,506.34
6,31,2,1,"THPL",3.67,160,102.1,40.197,19.98,39.78,131.27,40,8.8125,4.539,1873.1
6,31,2,10,"THPL",8.57,117,119.4,47.008,11.99,41.29,136.26,40,12.052,3.319,2654.3
6,31,2,11,"THPL",11.24,124,75.1,29.567,10.36,40.54,133.78,40,4.7679,8.3894,1037.6
6,31,2,2,"THPL",4.41,196,47.5,18.701,10.49,33.85,111.7,40,1.9074,20.971,353.74
6,31,2,3,"THPL",10.03,206,86.9,34.213,11.87,40.36,133.19,40,6.3839,6.2657,1379.5
6,31,2,4,"THPL",9.31,223,109,42.913,9.95,42.48,140.18,40,10.044,3.9825,2277.4
6,31,2,5,"THPL",6.55,216,51.5,20.276,10.51,28.87,95.271,40,2.2421,17.84,354.62
6,31,2,6,"THPL",2.13,250,207,81.496,8.4,46.6,153.78,40,36.223,1.1043,8978.2
6,31,2,7,"TSHE",6.95,15,42.7,16.811,6.48,31.51,103.98,40,1.5414,25.951,390.84
6,31,2,8,"THPL",4.91,74,59.3,23.346,15.5,32.15,106.09,40,2.9727,13.456,518.47
6,31,2,9,"THPL",5.89,111,59.8,23.543,14.71,27.59,91.047,40,3.0231,13.232,453.84
6,31,3,1,"PIEN",3.34,167,40.2,15.827,11.5,30.21,99.693,40,1.3662,29.279,550.12
6,31,3,2,"TSHE",0.98,167,28.1,11.063,4.24,7.77,25.641,40,0.6675,59.924,75.067
6,31,3,3,"TSHE",4.81,295,46,18.11,10.58,30.53,100.75,40,1.7888,22.361,434.83
6,31,3,4,"THPL",3.68,330,78.3,30.827,10.41,29.33,96.789,40,5.1829,7.7177,818.31
6,31,3,5,"TSHE",1.3,117,23.7,9.3307,4.45,16.7,55.11,40,0.4748,84.239,95.034
6,31,3,6,"THPL",7.18,145,74.2,29.213,6.09,25.48,84.084,40,4.6543,8.5942,640.75
6,31,4,1,"TSHE",2.12,193,71.1,27.992,17.91,33.71,111.24,40,4.2735,9.3599,1085.9
6,31,4,2,"TSHE",8.3,224,62,24.409,,,107.17,40,3.2496,12.309,805.5
6,31,4,3,"TSHE",2.03,241,41.8,16.457,8.43,10.78,35.574,40,1.4771,27.081,153.21
6,31,4,4,"PIMO",8.89,283,77.5,30.512,17.37,37.13,122.53,40,5.0775,7.8779,1383
6,31,4,5,"TSHE",8.41,329,60.1,23.661,11.76,30.98,102.23,40,3.0535,13.1,725.88
6,31,4,6,"TSHE",5.45,30,84,33.071,,,102.31,40,5.9649,6.7058,1383.4
6,31,5,1,"THPL",8.15,223,97.6,38.425,4.6,40.47,133.55,20,8.0528,2.4836,1742
6,31,5,10,"TSHE",15.03,150,73.1,28.78,,,114.96,20,4.5173,4.4274,1182.8
6,31,5,11,"TSHE",7.69,136,37.7,14.843,,,107.93,20,1.2015,16.646,323.34
6,31,5,12,"TSHE",1.81,132,15.9,6.2598,2.49,7.11,23.463,20,0.2137,93.581,48.375
6,31,5,2,"TSHE",12.2,234,72.2,28.425,6.66,34.21,112.89,20,4.4068,4.5385,1134.6
6,31,5,3,"THPL",17.14,291,118.5,46.654,,,125.74,20,11.871,1.6848,2413.6
6,31,5,4,"PIMO",19.48,356,115.1,45.315,14.58,40.97,135.2,20,11.199,1.7858,3327.7
6,31,5,5,"TSHE",12.05,16,80.5,31.693,,,118.35,20,5.4782,3.6508,1467.4
6,31,5,6,"TSHE",8.06,17,50.3,19.803,9.64,29.69,97.977,20,2.1389,9.3507,499.54
6,31,5,7,"TSHE",14.29,116,78.9,31.063,,,96.59,20,5.2626,3.8004,1158.5
6,31,5,8,"THPL",5.6,95,42.3,16.654,3.84,20.25,66.825,20,1.5126,13.222,173.46
6,31,5,9,"TSHE",15.59,156,82.6,32.52,5.6,29.27,96.591,20,5.7678,3.4675,1266.2
6,33,1,1,"ABLA",5.59,127,28.49,11.217,2,12.6,41.58,20,0.6862,29.147,64.291
6,33,1,2,"ABLA",4.76,165,18.46,7.2677,1.5,9.4,31.02,20,0.2881,69.425,27.968
6,33,1,3,"ABLA",1.57,240,10.35,4.0748,1.2,4.54,14.982,20,0.0906,220.85,13.918
6,33,1,4,"ABLA",2.98,264,82.44,32.457,2,10.3,33.99,20,5.7454,3.481,373.4
6,33,1,5,"ABLA",4.01,288,70.5,27.756,2.5,8.9,29.37,20,4.2017,4.76,240.16
6,33,1,6,"PSME",13.07,351,61.8,24.331,14.28,26.26,86.658,20,3.2287,6.1945,539.87
6,33,2,1,"ABLA",6.5,326,33.6,13.228,4.75,16.59,54.747,10,0.9544,10.478,108.26
6,33,2,10,"ABLA",9.11,63,29,11.417,5.98,17.31,57.123,10,0.711,14.066,86.685
6,33,2,11,"ABLA",9.81,34,49.3,19.409,5.39,15.03,49.599,10,2.0547,4.867,200.31
6,33,2,2,"ABLA",7.31,280,24.9,9.8031,1.64,14.14,46.662,10,0.5241,19.079,56.739
6,33,2,3,"ABLA",9.75,270,43.2,17.008,2.08,24.18,79.794,10,1.5777,6.3385,244.76
6,33,2,4,"ABLA",10.03,207,32.1,12.638,6.47,17.45,57.585,10,0.8711,11.48,104.39
6,33,2,5,"ABLA",7.06,174,33.4,13.15,5.7,21.22,70.026,10,0.9431,10.604,133.82
6,33,2,6,"LAOC",11.84,136,54.75,21.555,11.6,23.6,77.88,10,2.5341,3.9462,390.55
6,33,2,7,"ABLA",6.84,125,26.8,10.551,9.22,18.41,60.753,10,0.6072,16.47,79.782
6,33,2,8,"ABLA",7.51,93,35,13.78,5.18,19.26,63.558,10,1.0356,9.6564,133.41
6,33,2,9,"ABLA",6.95,76,34.22,13.472,3.83,20.68,68.244,10,0.9899,10.102,136.63
6,33,3,1,"PSME",7.12,335,56.82,22.37,10.3,23.6,77.88,20,2.7293,7.3279,416.23
6,33,3,2,"ABLA",5.75,267,30.24,11.906,2,17,56.1,20,0.7731,25.871,91.795
6,33,3,3,"PSME",15.94,182,67.16,26.441,8.3,24.9,82.17,20,3.813,5.2452,601.53
6,33,3,4,"LAOC",11.95,120,58.25,22.933,8.8,24.1,79.53,20,2.8684,6.9725,446.8
6,33,3,5,"PSME",7.87,73,50.77,19.988,4.7,21.7,71.61,20,2.179,9.1784,312.29
6,33,3,6,"ABLA",4.21,360,34.7,13.661,4.12,14.34,47.322,20,1.0179,19.648,100.69
6,33,4,1,"ABLA",6.02,236,27.22,10.717,3.1,12.9,42.57,20,0.6264,31.931,60.83
6,33,4,2,"PSME",9.76,194,75.76,29.827,10.1,21.4,70.62,20,4.8521,4.1219,655.48
6,33,4,3,"PSME",11.15,78,54.43,21.429,10.9,20.2,66.66,20,2.5045,7.9856,332.36
6,33,4,4,"LAOC",9.33,48,54.27,21.366,7.3,16.1,53.13,20,2.4898,8.0327,271.61
6,33,4,5,"PSME",12.31,360,67.32,26.504,5.7,24,79.2,20,3.8312,5.2203,583.35
6,33,4,6,"TSHE",1,44,9.23,3.6339,0,2.5,8.25,20,0.072,277.7,38.625
6,33,4,7,"ABLA",5.22,275,25.9,10.197,3.77,10.5,34.65,20,0.5671,35.268,47.827
6,33,4,8,"ABLA",6.67,285,32.9,12.953,2.74,16.13,53.229,20,0.915,21.857,101.69
6,33,5,1,"ABLA",3.34,21,37.56,14.787,4.2,19.2,63.36,20,1.1926,16.77,151.47
6,33,5,2,"ABLA",8.11,102,36.61,14.413,2.5,19.4,64.02,20,1.133,17.652,145.86
6,33,5,3,"ABLA",2.67,200,28.01,11.028,2,10.7,35.31,20,0.6632,30.155,54.815
6,33,5,4,"PSME",3.14,184,73.21,28.823,2,24.2,79.86,20,4.5309,4.4141,690.76
6,33,5,5,"ABLA",5.99,272,26.42,10.402,4.2,14.9,49.17,20,0.5901,33.894,65.187
6,33,5,6,"ABLA",1.88,306,9.55,3.7598,0,4.4,14.52,20,0.0771,259.4,13.478
6,33,5,7,"PSME",14.22,45,64.9,25.551,9.84,25.93,85.569,20,3.5607,5.6169,585.66
6,34,1,1,"ABLA",2.77,350,21.844,8.6,1.77,9.46,31.218,20,0.4034,49.581,34.746
6,34,1,10,"ABLA",2.82,189,23.114,9.1,2.71,12.31,40.623,20,0.4516,44.282,45.413
6,34,1,11,"ABLA",1.64,179,12.446,4.9,,,30.144,20,0.131,152.73,18.72
6,34,1,2,"ABLA",0.87,351,12.192,4.8,,,29.415,20,0.1257,159.16,18.255
6,34,1,3,"ABLA",0.96,10,16.51,6.5,3.56,8.92,29.436,20,0.2304,86.794,23.977
6,34,1,4,"ABLA",2.74,23,16.51,6.5,,,41.149,20,0.2304,86.794,28.979
6,34,1,5,"ABLA",0.78,58,6.604,2.6,1.52,4.49,14.817,20,0.0369,542.46,12.416
6,34,1,6,"ABLA",1.4,62,18.542,7.3,,,46.107,20,0.2906,68.813,36.244
6,34,1,7,"ABLA",3.48,76,18.034,7.1,3.37,8.71,28.743,20,0.2749,72.744,26.052
6,34,1,8,"ABLA",4.76,98,24.384,9.6,,,58.362,20,0.5026,39.79,65.781
6,34,1,9,"PIMO",9.6,148,46.99,18.5,9.57,16.38,54.054,20,1.8666,10.714,246.69
6,34,2,1,"ABLA",1.44,199,22.606,8.9,1.2,10.2,33.66,20,0.432,46.295,38.358
6,34,2,2,"ABLA",4.62,231,35.306,13.9,,,74.976,20,1.0538,18.98,157.86
6,34,2,3,"ABLA",2.41,252,13.716,5.4,2.83,7.73,25.509,20,0.159,125.76,18.923
6,34,2,4,"ABLA",2.02,289,21.59,8.5,,,52.854,20,0.3941,50.755,50.01
6,34,2,5,"ABLA",7.8,54,38.862,15.3,2.96,12.96,42.768,20,1.2767,15.665,112.62
6,34,2,6,"PIEN",4.15,98,25.654,10.1,1.88,11.21,36.993,20,0.5564,35.948,177.07
6,34,2,7,"ABLA",2.08,124,12.954,5.1,,,31.591,20,0.1419,140.99,19.71
6,34,3,1,"ABLA",2.23,11,16.256,6.4,2.4,9.07,29.931,20,0.2234,89.527,23.798
6,34,3,2,"TSHE",7.18,93,45.466,17.9,2.02,19.59,64.647,20,1.7475,11.445,286.5
6,34,3,3,"ABLA",2.2,164,11.684,4.6,,,27.945,20,0.1154,173.3,17.381
6,34,3,4,"PIEN",9.3,183,55.88,22,3.92,21.26,70.158,20,2.6397,7.5765,46.673
6,34,3,5,"ABLA",3.76,188,18.542,7.3,3.51,12.48,41.184,20,0.2906,68.813,33.591
6,34,3,6,"TSHE",5.35,316,23.876,9.4,,,56.053,20,0.4819,41.501,96.897
6,34,3,7,"PIEN",11.38,335,65.024,25.6,,,108.9,20,3.5743,5.5954,37.568
6,34,4,1,"PIEN",10.74,61,42.418,16.7,3.49,19.51,64.383,10,1.5211,6.5743,19.405
6,34,4,2,"ABLA",6.84,86,31.242,12.3,1.51,10.89,35.937,10,0.8251,12.119,66.37
6,34,4,3,"ABLA",8.56,153,33.02,13,,,72.036,10,0.9217,10.849,134.48
6,34,4,4,"PIEN",12.5,176,50.292,19.8,,,95.819,10,2.1382,4.6769,17.225
6,34,4,5,"ABLA",3.93,194,17.526,6.9,1.04,9.75,32.175,10,0.2597,38.511,26.89
6,34,4,6,"PIEN",6.63,199,37.592,14.8,2.79,14.07,46.431,10,1.1946,8.3707,21.469
6,34,4,7,"ABLA",11.75,319,40.64,16,2.39,14.34,47.322,10,1.3962,7.1622,133.88
6,34,4,8,"PIEN",2.84,342,38.862,15.3,2.46,15.45,50.985,10,1.2767,7.8325,20.851
6,34,4,9,"PIEN",2.78,33,55.88,22,5.37,22.62,74.646,10,2.6397,3.7883,16.204
6,34,5,1,"ABLA",2.57,338,15.24,6,0.82,5.48,18.084,10,0.1963,50.931,17.985
6,34,5,2,"ABLA",2.11,338,17.78,7,,,44.292,10,0.2672,37.419,33.345
6,34,5,3,"ABLA",7.98,360,28.702,11.3,2.23,12.6,41.58,10,0.6964,14.359,65.081
6,34,5,4,"ABLA",6.22,30,22.86,9,,,55.434,10,0.4418,22.636,56.798
6,34,5,5,"ABLA",6.03,40,21.336,8.4,2.57,8.62,28.446,10,0.3848,25.985,31.695
6,35,1,1,"TSHE",10.94,364,52.5,20.669,5.23,21.38,70.554,20,2.3301,8.5835,399.92
6,35,1,2,"TSHE",9.85,6,55,21.654,12.33,29.3,96.69,20,2.5572,7.8209,582.7
6,35,1,3,"TSHE",3.97,46,40.7,16.024,11.71,21.22,70.026,20,1.4003,14.282,253.61
6,35,1,4,"TSHE",9.74,66,66.1,26.024,16.42,24.79,81.807,20,3.6936,5.4148,703.8
6,35,1,5,"TSHE",1.36,114,76.8,30.236,10.88,30.39,100.29,20,4.9862,4.0111,1140.3
6,35,1,6,"TSHE",4.78,114,44.9,17.677,14.72,28.94,95.502,20,1.7043,11.735,396.32
6,35,1,7,"TSHE",10.04,183,68.1,26.811,5.09,27.43,90.519,20,3.9205,5.1014,820.08
6,35,1,8,"TSHE",13.18,186,73.3,28.858,6.6,29.32,96.756,20,4.5421,4.4033,1006.7
6,35,2,1,"TSHE",5.25,332,34,13.386,8.44,18.37,60.621,40,0.9772,40.931,167.98
6,35,2,2,"TSHE",8.53,56,62.1,24.449,10.01,31.87,105.17,40,3.2601,12.27,793.58
6,35,2,3,"TSHE",10.37,46,64.8,25.512,11.89,29.46,97.218,40,3.5497,11.268,798.51
6,35,2,4,"TSHE",7.5,131,80.8,31.811,7.76,22.35,73.755,40,5.5191,7.2475,935.18
6,35,2,5,"PIEN",12.44,230,74.4,29.291,9.5,34.84,114.97,40,4.6794,8.548,169
6,35,2,6,"ABLA",1.91,250,42.4,16.693,14.41,26,85.8,40,1.5198,26.32,253.12
6,35,2,7,"TSHE",3.62,277,41.8,16.457,8.47,29.01,95.733,40,1.4771,27.081,349.21
6,35,3,1,"TSHE",10.87,15,83.1,32.717,6.56,34.49,113.82,20,5.8378,3.4259,1502.9
6,35,3,2,"TSHE",5.88,63,59.8,23.543,3.76,24.63,81.279,20,3.0231,6.6158,579.29
6,35,3,3,"THPL",9.76,180,65.3,25.709,9.5,29.82,98.406,20,3.6047,5.5482,581.79
6,35,3,4,"TSHE",6.68,260,57.7,22.717,3.03,24.33,80.289,20,2.8145,7.1061,535.75
6,35,4,1,"TSHE",7.89,310,62.2,24.488,11.44,28.8,95.04,40,3.2706,12.23,722.94
6,35,4,2,"TSHE",2.54,338,38.2,15.039,6.21,23.74,78.342,40,1.2336,32.425,250.48
6,35,4,3,"TSHE",7.14,352,52.4,20.63,6.05,28.2,93.06,40,2.3212,17.233,513.77
6,35,4,4,"TSHE",1.62,92,60.6,23.858,11.63,25.74,84.942,40,3.1045,12.884,618.97
6,35,4,5,"TSHE",6.63,136,50.7,19.961,7.43,28.21,93.093,40,2.173,18.408,483.52
6,35,4,6,"TSHE",5.19,183,48.5,19.094,7.38,30.11,99.363,40,1.9885,20.115,473.13
6,35,4,7,"TSHE",6.51,246,53.3,20.984,9.43,29.71,98.043,40,2.4016,16.656,556.67
6,35,4,8,"TSHE",5.47,246,33.7,13.268,9.56,29.48,97.284,40,0.9601,41.663,243.33
6,35,5,1,"TSHE",1.16,321,40.4,15.906,8.74,27.38,90.354,40,1.3798,28.99,312.3
6,35,5,2,"TSHE",8.89,22,73.4,28.898,6.04,30.54,100.78,40,4.5545,8.7825,1049.8
6,35,5,3,"TSHE",6.7,30,50.9,20.039,9.46,29.97,98.901,40,2.1902,18.263,515.1
6,35,5,4,"TSHE",5.51,201,60.2,23.701,6.83,27.89,92.037,40,3.0637,13.056,659.26
6,35,5,5,"TSHE",11.5,220,79.3,31.22,12.23,29,95.7,40,5.3161,7.5243,1159.5
6,35,5,6,"TSHE",9.09,274,69.8,27.48,7.79,29.53,97.449,40,4.1187,9.7118,922.61
7,37,1,1,"THPL",2.37,171,25.2,9.9213,12.16,21.25,70.125,20,0.5368,37.255,71.346
7,37,1,2,"THPL",11.11,219,56.4,22.205,6.47,28.96,95.568,20,2.6891,7.4375,424.45
7,37,1,3,"THPL",5.65,223,30.5,12.008,6.99,22.07,72.831,20,0.7864,25.432,102.94
7,37,1,4,"THPL",2.23,238,9.9,3.8976,2.51,9.07,29.931,20,0.0829,241.39,14.734
7,37,1,5,"THPL",2.75,280,47.3,18.622,3.65,28.22,93.126,20,1.8913,10.575,294.29
7,37,1,6,"THPL",6.77,298,74,29.134,7.91,32.99,108.87,20,4.6293,4.3203,822.05
7,37,1,7,"PSME",14.31,3,63.6,25.039,11.36,35.99,118.77,20,3.4195,5.8488,772.2
7,37,1,8,"THPL",9.64,102,49.9,19.646,9.3,31.9,105.27,20,2.105,9.5013,367.47
7,37,1,9,"THPL",5.81,159,38.7,15.236,9.9,24.75,81.675,20,1.2661,15.796,177.21
7,37,2,1,"PSME",3.2,213,44.7,17.598,12.42,34.08,112.46,20,1.6891,11.84,374.68
7,37,2,2,"PSME",11.04,177,49.2,19.37,14.72,32.28,106.52,20,2.0463,9.7735,426.21
7,37,2,3,"PSME",7.85,185,36.2,14.252,15.98,27.6,91.08,20,1.1078,18.054,210.89
7,37,2,4,"PSME",10.89,202,54.6,21.496,15.88,31.8,104.94,20,2.5202,7.9359,511.69
7,37,2,5,"PSME",8.98,227,38.8,15.276,21.53,30.1,99.33,20,1.2727,15.715,257.81
7,37,2,6,"PIPO",10.59,248,54.6,21.496,22.37,39.82,131.41,20,2.5202,7.9359,779.59
7,37,2,7,"PSME",8.66,353,57,22.441,12.54,27.89,92.037,20,2.7466,7.2817,490.22
7,37,2,8,"PSME",1.42,15,6.6,2.5984,1.41,5.68,18.744,20,0.0368,543.12,26.601
7,37,3,1,"THPL",5.2,90,34.04,13.402,9.22,27.4,90.42,20,0.9796,20.418,153.33
7,37,3,2,"THPL",7.62,105,37.34,14.701,10.86,27.03,89.199,20,1.1787,16.968,179.99
7,37,3,3,"THPL",4.01,117,54,21.26,5.17,29.77,98.241,20,2.4651,8.1132,400.6
7,37,3,4,"THPL",6.62,145,45.7,17.992,4.26,21.62,71.346,20,1.7656,11.328,213.52
7,37,3,5,"PIPO",1.13,194,57.2,22.52,13.99,36.88,121.7,20,2.7659,7.2309,791.6
7,37,3,6,"PIPO",14,244,75,29.528,14.3,36.31,119.82,20,4.7552,4.2059,1305
7,37,3,7,"PIPO",9.22,284,47.1,18.543,18.5,31,102.3,20,1.8754,10.664,472.81
7,37,3,8,"PIPO",11.9,304,69.5,27.362,16.26,39.44,130.15,20,4.0834,4.8979,1220.6
7,37,4,1,"THPL",1.72,338,11.1,4.3701,6.34,8.56,28.248,40,0.1042,384.03,15.479
7,37,4,10,"LAOC",4,324,52.9,20.827,29.87,42.09,138.9,40,2.3657,16.908,630.45
7,37,4,11,"THPL",4.56,322,32.4,12.756,15.45,26.9,88.77,40,0.8874,45.074,137.56
7,37,4,2,"THPL",6.15,56,48.4,19.055,13.96,30.44,100.45,40,1.9803,20.199,330.98
7,37,4,3,"LAOC",6.55,86,50.5,19.882,25.43,44.16,145.73,40,2.1559,18.554,604.11
7,37,4,5,"LAOC",5.68,129,45.9,18.071,20.36,33.37,110.12,40,1.781,22.459,388.32
7,37,4,6,"THPL",2.29,143,34.9,13.74,15.99,32.1,105.93,40,1.0297,38.847,186.33
7,37,4,7,"THPL",3.29,237,62.4,24.567,19.17,35.94,118.6,40,3.2917,12.152,639.22
7,37,4,8,"LAOC",9.03,251,64.5,25.394,27.28,43.14,142.36,40,3.517,11.373,945.04
7,37,4,9,"THPL",9.27,304,60.5,23.819,17.96,39.76,131.21,40,3.0943,12.927,664.32
7,37,5,1,"THPL",10.07,116,33.6,13.228,3.35,23.27,76.791,10,0.9544,10.478,128.72
7,37,5,2,"THPL",10.81,142,41.4,16.299,4.16,21.66,71.478,10,1.4489,6.9016,177.47
7,37,5,3,"PIPO",15.87,193,55.1,21.693,20,34.25,113.02,10,2.5666,3.8963,689.12
7,37,5,4,"PSME",11,306,36.8,14.488,9.94,26.03,85.899,10,1.1448,8.7349,206.18
7,37,5,5,"PIPO",,353,23,9.0551,12.58,34.65,114.34,10,0.4472,22.361,162.94
7,37,5,6,"PIPO",4.57,46,43.6,17.165,13.02,27.42,90.486,10,1.607,6.2227,370.55
1,4,1,1,"THPL",6.11,235,55.626,21.9,3.38,18.2,60.06,20,2.6158,7.6459,263.65
1,4,1,10,"THPL",5.6,107,39.116,15.4,,,72.15,20,1.2935,15.462,160.98
1,4,1,11,"THPL",5.48,126,36.576,14.4,5.11,20.59,67.947,20,1.1309,17.684,134.45
1,4,1,12,"THPL",8.93,107,54.102,21.3,,,90.101,20,2.4744,8.0827,369.65
1,4,1,2,"THPL",3.48,307,39.624,15.6,,,72.879,20,1.3273,15.068,166.46
1,4,1,3,"THPL",5.81,307,32.766,12.9,3.69,14.45,47.685,20,0.9076,22.036,80.414
1,4,1,4,"THPL",1.03,338,9.144,3.6,,,11.407,20,0.0707,282.95,12.04
1,4,1,5,"ABGR",4.18,24,30.734,12.1,14.5,23.75,78.375,20,0.7985,25.046,182.5
1,4,1,6,"THPL",1.2,70,26.162,10.3,8.92,18.59,61.347,20,0.5786,34.565,67.885
1,4,1,7,"THPL",7.36,59,40.64,16,,,74.308,20,1.3962,14.324,177.76
1,4,1,8,"PSME",10.65,60,81.026,31.9,17.22,36.73,121.21,20,5.55,3.6036,1262.5
1,4,1,9,"THPL",3.71,103,21.717,8.55,11.95,18.44,60.852,20,0.3987,50.163,49.799
1,4,2,1,"THPL",4.04,358,22.352,8.8,3.57,14.58,48.114,10,0.4224,23.677,43.456
1,4,2,10,"THPL",8.84,286,34.036,13.4,,,64.288,10,0.9793,10.211,112.09
1,4,2,2,"ABGR",2.11,119,12.7,5,2,6.17,20.361,10,0.1363,73.341,40.709
1,4,2,3,"THPL",6.11,249,50.292,19.8,,,86.157,10,2.1382,4.6769,307.3
1,4,2,4,"PSME",11.92,295,54.864,21.6,16.47,29.01,95.733,10,2.5446,3.9299,473.32
1,4,2,5,"THPL",6.2,315,90.932,35.8,8.68,33.46,110.42,10,6.9901,1.4306,1253.3
1,4,2,6,"ABGR",10.12,360,34.798,13.7,16.33,28.33,93.489,10,1.0237,9.7689,261.01
1,4,2,7,"ABGR",9.07,19,30.226,11.9,10.19,22.94,75.702,10,0.7723,12.948,172.74
1,4,2,8,"ABGR",3.41,204,15.24,6,,,43.515,10,0.1963,50.931,54.382
1,4,2,9,"THPL",7.25,262,28.956,11.4,10.18,19.3,63.69,10,0.7088,14.108,83.415
